2005-07-21,15.3653,15.3653,15.1994,15.1994,2302.680707769472
2005-07-22,15.1994,15.1994,14.7699,14.8694,28367.991935328664
2005-07-25,14.5393,14.6048,14.4075,14.4075,196669.38504398093
2005-07-26,14.5393,14.5393,14.2083,14.2415,155065.97464541165
2005-07-27,14.2083,14.2083,14.1752,14.2083,6702.340681828244
2005-07-28,14.2083,14.2083,14.1752,14.2083,18434.37546704871
2005-07-29,14.1752,14.2083,13.5797,13.9778,650726.5189096482
2005-08-01,14.2083,14.6388,13.8774,14.2415,2554.2241847795117
2005-08-02,14.472,14.472,14.2083,14.2083,601585.0322584455
2005-08-03,14.273,14.472,14.2083,14.472,95708.7666918948
2005-08-04,14.5393,14.9348,14.5393,14.5724,69027.52657670302
2005-08-05,14.6048,14.7043,14.5393,14.6048,946.2266308087927
2005-08-08,14.6048,15.0345,14.6048,15.0345,38835.25671464776
2005-08-09,15.0345,15.1323,14.9664,15.0999,27167.8709538926
2005-08-10,15.1671,15.1994,14.7699,14.7699,8297.408430905922
2005-08-11,14.7699,15.0012,14.5393,15.0012,2853.960570936334
2005-08-12,14.6048,15.0012,14.6048,15.0012,637.0867501843052
2005-08-16,15.0999,15.0999,14.5393,14.5393,31616.89927390714
2005-08-17,14.8039,14.8039,14.8039,14.8039,33659.80844700673
2005-08-18,14.3402,14.5393,14.2083,14.5393,73949.08049371731
2005-08-19,14.3734,14.5393,14.1088,14.5393,2098.1547030977576
2005-08-22,14.273,14.3734,14.2415,14.3734,12316.226879024684
2005-08-23,14.2415,14.273,13.7455,13.7455,402909.1765824223
2005-08-24,13.8774,14.1752,13.7787,14.1752,133523.74425679943
2005-08-25,14.2083,14.5393,14.2083,14.5393,9689.125612120346
2005-08-26,14.6388,14.7043,14.273,14.5393,10149.896841035932
2005-08-29,14.5393,14.8039,14.3734,14.8039,8793.442764075253
2005-08-30,14.5393,14.5393,14.5393,14.5393,1138.9982673959257
2005-08-31,14.3071,14.5393,14.3071,14.5053,29320.095750179746
2005-09-01,14.3071,14.472,14.273,14.472,1455.190768871162
2005-09-02,14.273,14.5393,14.273,14.5393,1878.348019916088
2005-09-05,14.5393,14.5393,14.2415,14.5393,2727.013395622856
2005-09-06,14.6048,14.6388,14.3734,14.3734,41162.621595394856
2005-09-07,14.3734,14.5393,14.3402,14.5393,54228.777158216246
2005-09-08,14.2415,14.5393,14.2415,14.5393,374.9643418981427
2005-09-09,14.273,14.273,14.2083,14.2083,4492.519481926964
2005-09-12,14.0433,14.0433,13.8774,14.0433,60638.43407473831
2005-09-13,13.9114,14.2083,13.9114,14.2083,19927.180213790532
2005-09-14,14.2083,14.2083,13.8774,13.9114,32601.91531939442
2005-09-15,13.9114,13.9454,13.7455,13.8774,39365.37871526269
2005-09-16,13.8774,14.2083,13.7132,14.2083,69476.54343753465
