2020-07-21,166.679,168.584,165.147,167.1,27719.150817059144
2020-07-22,167.436,168.967,167.436,168.21,9249.512245757007
2020-07-23,169.349,169.349,167.818,168.21,6963.287653305948
2020-07-24,167.436,169.732,166.679,169.349,7842.514386032628
2020-07-27,170.116,170.116,165.53,170.116,5375.272525079018
2020-07-28,169.732,170.881,168.21,169.732,10091.125000613025
2020-07-29,172.03,183.497,169.732,180.435,74481.55336794977
2020-07-30,181.966,183.497,170.881,174.327,37686.854952784066
2020-07-31,172.03,178.147,171.638,178.147,6881.007076713879
2020-08-03,175.849,183.115,175.849,183.115,5583.324840176106
2020-08-04,183.497,186.934,180.435,181.584,11876.613512661133
2020-08-05,181.584,188.849,181.584,188.466,18432.024593432212
2020-08-06,189.615,189.615,184.255,186.934,5331.7813631660665
2020-08-07,185.021,186.934,179.669,180.435,16772.307819888705
2020-08-10,179.669,186.552,176.998,176.998,54133.56677673082
2020-08-11,176.998,181.966,175.467,181.966,8516.039677279134
2020-08-12,181.584,181.584,179.669,179.669,3448.7315960161463
2020-08-13,178.904,180.435,177.381,180.435,3143.1180258170334
2020-08-14,180.052,180.435,178.147,180.435,2275.645661174935
2020-08-17,180.435,181.966,176.232,176.998,2459.013803294403
2020-08-18,177.381,180.818,177.381,178.529,34497.894891437274
2020-08-19,179.669,180.052,175.849,175.849,2044.084609908684
2020-08-20,175.849,180.052,175.849,179.669,2093.4529558639256
2020-08-21,179.295,179.669,176.232,179.295,8674.723646420982
2020-08-24,179.669,180.818,175.084,175.849,2227.4527520281517
2020-08-25,179.669,179.669,171.264,171.638,6172.218681213629
2020-08-26,172.03,176.606,170.499,176.606,14480.20604339536
2020-08-27,172.03,176.232,172.03,174.327,2533.066322227265
2020-08-28,171.638,180.435,171.638,174.701,62894.09731016914
2020-08-31,174.701,179.295,174.701,179.295,5530.43018379549
2020-09-01,177.755,179.669,171.638,179.295,20085.864182932906
2020-09-02,179.295,180.435,176.998,180.435,20308.021739731175
2020-09-03,179.669,179.669,173.936,176.606,6265.07818908182
